District,ELA_Proficiency,ELA_Proficiency_LowIncome,ELA_Proficiency_CWD,Math_Proficiency,Math_Proficiency_LowIncome,Math_Proficiency_CWD,Science_Proficiency,Science_Proficiency_LowIncome,Science_Proficiency_CWD,missing_frac,missing_count
PRINCEVILLE CUSD 326,43.8,31.4,37.516186810330396,46.5,32.0,36.368948467269725,52.3,31.571166660608903,46.50890963788082,0.4,4.0
PROPHETSTOWN-LYNDON-TAMPICO CUSD3,47.150000000000006,55.7,28.2,45.900000000000006,36.650000000000006,37.46290398424951,53.2,50.0,46.04938660189254,0.2,2.0
PROSPECT HEIGHTS SD 23,62.85,50.85,43.085496689184765,63.099999999999994,51.75,38.81444450264113,63.9,46.8,37.03013326652974,0.3,3.0
PUTNAM COUNTY CUSD 535,62.4,46.4,18.60900876679715,43.6,26.0,19.225583120790418,60.4,34.46233947669255,42.82003085524736,0.4,4.0
QUEEN BEE SD 16,54.95,47.55,26.1,42.650000000000006,33.85,21.043271858830998,37.952069659761065,26.970922914459752,19.429887369747266,0.4,4.0
QUINCY SD 172,43.58,35.58,21.5,35.78,26.119999999999997,21.15,35.239999999999995,29.32,23.74777792653142,0.1,1.0
R O W V A CUSD 208,61.2,52.4,34.9,41.6,34.1,26.643871384440132,76.7,66.7,81.44842600491074,0.2,2.0
RACCOON CONS SD 1,64.6,50.3,39.7,40.2,27.1,41.260688597325405,55.8,49.675704759716,36.29926240804762,0.3,3.0
RAMSEY CUSD 204,69.6,64.8,24.96430492802616,39.5,29.3,11.524741214448401,44.0,28.96638766602415,-16.649509985898387,0.4,4.0
RANKIN CSD 98,61.4,46.2,16.36621903115811,38.6,33.3,22.54783805827879,29.8,25.11961818295902,6.258202127882901,0.4,4.0
RANTOUL CITY SD 137,17.0,18.066666666666663,15.401896070629242,9.8,23.43849502171759,14.485631178778574,26.8,36.85832831566703,36.202718832807975,0.5,5.0
RED BUD CUSD 132,61.2,54.3,21.0,35.1,27.2,17.8,42.9,27.9,19.305170400924993,0.1,1.0
RED HILL CUSD 10,52.650000000000006,45.4,34.5,35.2,26.75,27.262309216049996,24.3,14.981043114815519,20.96931001021175,0.3,3.0
REED CUSTER CUSD 255U,59.0,53.5,21.7,46.6,34.5,21.7,46.5,39.1,6.7633979672830336,0.1,1.0
RHODES SD 84-5,42.4,39.2,1.098931280834094,22.6,18.9,6.149884883777911,25.9,20.3,2.625579479210125,0.3,3.0
RICHLAND COUNTY CUSD 1,58.0,50.9,15.2,46.7,37.5,12.7,35.9,30.0,0.3515531618914647,0.1,1.0
RICHLAND GSD 88A,57.8,51.8,23.8,34.2,26.8,19.0,56.1,42.7,31.7,0.0,0.0
RIDGELAND SD 122,59.575,55.1,39.5,49.075,43.45,47.921879076132825,37.0,28.166666666666668,39.958980963217506,0.2,2.0
RIDGEVIEW CUSD 19,44.6,40.4,21.573822567118526,30.7,24.4,22.67184107483676,45.0,52.6,29.575604657860453,0.3,3.0
RILEY CCSD 18,70.2,60.4,37.0,52.5,37.7,26.1,59.3,43.91796962442476,30.03899969165408,0.2,2.0
RIVER BEND CUSD 2,46.9,39.5,32.13051598287137,40.2,30.2,31.830454816456438,46.7,40.637940378408544,46.76929864624639,0.4,4.0
RIVER FOREST SD 90,90.65,86.03928351329812,70.5,82.7,70.90013002169277,52.6,83.30203335588311,71.82698493683807,62.16708361452302,0.5,5.0
RIVER GROVE SD 85-5,59.1,56.6,17.6,35.3,34.2,17.948021420554184,41.0,35.9,3.85893105776519,0.2,2.0
RIVER RIDGE CUSD 210,67.4,57.9,30.823718859136026,61.1,47.4,26.461710252303877,55.6,35.44505705268806,19.840053638092943,0.4,4.0
RIVER TRAILS SD 26,54.55,47.25,60.02857307510431,57.099999999999994,47.4,61.330694183816064,47.75,41.20393975343174,60.20969362328933,0.4,4.0
RIVERDALE CUSD 100,67.4,50.0,30.0,62.4,50.0,52.5,56.0,47.12776223818092,24.620732487847228,0.2,2.0
RIVERSIDE SD 96,76.425,44.75,34.5,75.30000000000001,54.8,37.0,61.975,40.59666073774668,39.18593184528373,0.2,2.0
RIVERTON CUSD 14,34.4,31.2,14.7,27.3,22.6,16.2,20.12789357800085,10.673732855731695,19.040190125988964,0.3,3.0
RIVERVIEW CCSD 2,33.3,23.7,19.317633713109473,18.5,12.87746989249885,17.628727330547086,27.0,12.873472174436754,43.37457953377755,0.5,5.0
ROANOKE BENSON CUSD 60,82.3,71.4,67.80965715473671,72.6,57.488585357231116,55.88062100430689,101.119968898817,82.9094070690747,73.99521894538647,0.6,6.0
ROBEIN SD 85,60.0,48.8,19.1835749550964,21.1,18.58271221461991,11.050338478127607,34.2,28.67368899267405,10.98341302023759,0.5,5.0
ROBINSON CUSD 2,44.2,34.5,18.9,33.3,24.1,17.6,23.4,16.339876060207803,44.06610273255636,0.2,2.0
ROCHELLE CCSD 231,28.95,23.5,12.552925138479814,25.1,18.45,16.83485805632418,27.5,16.3,38.33559102729683,0.3,3.0
ROCHESTER CUSD 3A,47.55,43.8,25.7,40.7,31.3,16.0,45.1,22.295476998640645,50.53181825073744,0.2,2.0
ROCK FALLS ESD 13,42.4,37.4,28.22245804753421,31.2,26.8,34.57129743213208,27.8,25.0,38.43938094924443,0.3,3.0
ROCK ISLAND SD 41,30.82222222222222,26.933333333333337,22.31931068417726,24.11111111111111,20.955555555555556,16.9,21.45,20.452977931755974,37.288354647798975,0.3,3.0
ROCKDALE SD 84,31.3,25.0,2.593257252925668,14.0,11.0,10.570766648914976,27.3,37.95274987596302,6.133362915038628,0.4,4.0
ROCKFORD SD 205,33.81333333333333,30.586666666666662,60.125,25.803571428571427,23.59259259259259,55.05,31.41111111111111,32.86153846153846,100.0,0.0,0.0
ROCKRIDGE CUSD 300,60.3,47.2,29.48456655857208,47.7,37.7,27.822725867897432,44.6,27.157518609451536,34.327362942440544,0.4,4.0
ROCKTON SD 140,66.8,53.8,38.8,65.0,46.1,35.7,63.7,52.5,33.3,0.0,0.0
ROME CCSD 2,58.5,54.7,18.94267290191153,33.3,20.9,10.64585668286341,52.6,46.2,20.46249264195158,0.3,3.0
RONDOUT SD 72,75.5,61.18382543798132,50.0,59.4,40.17934765243446,42.9,64.7,52.449725572104455,59.35454595875263,0.4,4.0
ROOKS CREEK CCSD 425,71.4,61.888838257800955,42.31991276271498,46.4,40.98769188182513,32.98312863262077,65.73896091456135,51.104531946260266,50.601529402110735,0.7,7.0
ROSELLE SD 12,81.3,73.3,52.9,72.1,60.5,44.1,54.9,35.5,53.09891971825116,0.1,1.0
ROSEMONT ESD 78,55.2,43.529912506860924,13.025220439342625,36.0,27.12202862280655,17.113162484140766,48.6,39.5587503641512,20.43394759933366,0.6,6.0
ROSSVILLE-ALVIN CUSD 7,48.1,41.3,11.68223078521645,24.9,19.2,4.889678715776543,17.6,14.212518852244362,-5.873296982955944,0.4,4.0
ROUND LAKE CUSD 116,25.9,23.766666666666666,10.041096013762168,13.733333333333333,12.466666666666669,4.825122377840135,20.766666666666666,19.033333333333335,6.495178785719151,0.3,3.0
ROXANA CUSD 1,38.5,31.9,16.5,32.6,23.6,14.9,30.4,24.6,18.148138962610595,0.1,1.0
RUTLAND CCSD 230,81.6,71.90982158987016,42.23003003199167,60.5,52.22875479479266,33.17131372226255,67.70463507456905,60.22374829665303,51.602569260821646,0.7,7.0
SALEM SD 111,55.8,48.55,22.9,41.099999999999994,34.35,20.45,45.6,34.8,39.839967801668905,0.1,1.0
SALT CREEK SD 48,58.1,39.0,53.947060997009416,65.7,48.8,52.904876530612356,67.5178965223388,44.95210769989858,69.2115041437765,0.5,5.0
SALT FORK COMMUNITY UNIT DISTRICT 512,46.8,45.4,34.44406444534083,36.7,31.9,25.707968568259805,39.1,36.33102223004174,25.644113913735563,0.4,4.0
SANDOVAL CUSD 501,26.1,22.9,30.6357215952443,17.4,19.403027779594115,22.55839505723761,40.54273769314613,38.308991213597054,44.20808986254971,0.6,6.0
SANDRIDGE SD 172,19.2,19.67111429198982,13.671708976093406,12.9,10.098350527501639,16.043365803901384,20.193026630332014,15.334676903633255,30.376551946434947,0.7,7.0
SANDWICH CUSD 430,59.425,59.7,28.6,63.725,55.06666666666666,23.4,43.8,35.9,31.0,0.0,0.0
SANGAMON VALLEY CUSD 9,64.7,60.3,43.55814879497194,52.6,51.3,41.50268040043062,56.8,54.2,36.61912748012198,0.3,3.0
SARATOGA CCSD 60C,66.1,54.4,32.5,48.5,36.4,29.8,53.8,42.6,31.4,0.0,0.0
SAUNEMIN CCSD 438,48.5,47.5,30.440259229035252,30.9,30.0,8.476342021258429,52.6,53.477241794199884,41.08739764792095,0.4,4.0
SCALES MOUND CUSD 211,61.8,60.91825361116256,49.246200291224426,65.5,53.41238060711856,48.12250589737021,61.27480576987439,51.845207514151994,54.69551524654257,0.7,7.0
SCHAUMBURG CCSD 54,65.38636363636364,48.575,33.54210526315789,54.89090909090908,33.05625,29.933333333333337,46.45454545454545,25.027816875397026,18.169610479955494,0.2,2.0
SCHILLER PARK SD 81,54.3,47.95,28.6,46.5,41.0,37.09681771331287,28.6,25.0,16.696903635675582,0.2,2.0
SCHUYLER-INDUSTRY CUSD 5,33.3,28.95,16.08638308312653,29.700000000000003,23.6,6.001463870671287,30.5,23.3,25.165446385917896,0.3,3.0
SCOTT-MORGAN CUSD 2,51.7,38.06252488297201,28.880198842720585,51.7,40.67375264598028,30.740657350458964,37.54485433968859,28.32787656723889,32.59589575016712,0.7,7.0
SD 45 DUPAGE COUNTY,49.48,37.8,41.95,49.239999999999995,34.18,34.266666666666666,37.739999999999995,27.832027792426892,46.11801712127479,0.2,2.0
SD U-46,42.544736842105266,34.53684210526316,27.865,34.86842105263158,26.407894736842103,25.87222222222222,36.0,34.06666666666667,30.833683637251305,0.1,1.0
SELMAVILLE CCSD 10,45.6,35.8,22.85193939290658,16.8,6.175859405419289,9.661650404246744,26.395504644688,15.382827136421486,25.46587970691209,0.6,6.0
SENECA CCSD 170,67.3,49.8,33.44447953639967,54.8,41.5,46.80832161137855,58.35788593383051,42.09280827175775,29.196475657642615,0.5,5.0
SERENA CUSD 2,43.25,41.73298272236312,40.32189150688892,46.05,39.647541393329476,47.03621484255614,26.05525102136094,39.162618070008975,40.75378847872512,0.7,7.0
SESSER-VALIER CUSD 196,60.9,52.9,47.749067601966026,66.4,59.7,46.55877135712447,54.8,48.6,56.64108345098029,0.3,3.0
SHAWNEE CUSD 84,20.4,26.51161531791547,10.674237695664916,5.2400663191486485,10.29581770644953,-6.14780396098109,15.033725661215891,22.15461041295437,12.923841624115475,0.8,8.0
SHELBYVILLE CUSD 4,71.85,67.15,26.3,55.7,44.5,24.042907489735345,47.2,35.8,0.7765933213017053,0.2,2.0
SHERRARD CUSD 200,48.26666666666667,44.7,22.90996882236589,38.36666666666667,36.35779109291375,14.473440345011293,39.3,26.57908497742344,20.71231782261062,0.5,5.0
SHILOH CUSD 1,38.3,28.8,17.318292990174793,27.3,23.10642928101417,22.65569240289083,30.3,33.39270189892468,34.51505561582868,0.5,5.0
SHILOH VILLAGE SD 85,63.9,54.2,36.260600133688634,47.5,39.31372188166829,36.91640383347334,66.39568042548557,61.31667894648672,36.45043534938527,0.6,6.0
SHIRLAND CCSD 134,81.7,85.7,52.575893765360185,57.7,55.37657173478678,32.87155836875996,63.6,58.365330001155094,18.01179200371814,0.5,5.0
SIGNAL HILL SD 181,45.2,34.9,23.07436351061417,31.0,21.7,14.2287488403611,33.3,31.4,33.32507319956295,0.3,3.0
SILVIS SD 34,43.0,38.1,24.400350542411857,21.9,19.0,16.512038334341966,30.4,26.1,24.84883633331971,0.3,3.0
SKOKIE SD 68,55.333333333333336,45.96666666666667,31.9,46.2,34.5,30.2,47.03333333333334,32.6,29.573037040119857,0.1,1.0
SKOKIE SD 69,44.8,36.6,17.7,41.7,29.1,22.1,35.1,26.3,21.95210674751521,0.1,1.0
SKOKIE SD 73-5,64.2,52.5,36.5,53.1,42.6,19.7,53.2,41.9,34.5,0.0,0.0
SMITHTON CCSD 130,77.0,61.9,34.8,54.8,26.2,22.7,73.4,50.3021019701345,33.469837316336154,0.2,2.0
SOMONAUK CUSD 432,52.3,42.2,38.84859510201799,43.9,26.7,22.433292130506935,41.83257963572035,38.61731145385282,36.09960610245035,0.5,5.0
SOUTH CENTRAL CUD 401,43.0,34.3,28.68719088015196,31.9,24.3,33.534083455550984,30.4,18.513457965089415,32.48804738231028,0.4,4.0
SOUTH FORK SD 14,34.4,29.5,14.923099555612595,21.3,22.552980158468817,28.4316451986741,34.0632904812816,34.58163927480845,32.73139734105356,0.6,6.0
SOUTH HOLLAND SD 150,34.25,32.349999999999994,19.37941997288967,26.75,24.1,19.415524953613982,23.9,15.9,17.03208833172158,0.3,3.0
SOUTH HOLLAND SD 151,40.0,40.0,21.279883890981736,39.8,39.8,16.371960740926312,32.4,32.4,18.04749238088776,0.3,3.0
SOUTH PEKIN SD 137,20.4,26.810961335315554,26.67969256452183,12.0,20.022146971114697,23.34209526611909,28.9,33.05508242591598,45.402164026363614,0.6,6.0
SOUTH WILMINGTON CCSD 74,50.0,41.77481024522463,42.787357920326706,44.0,31.71727981710149,36.94736520539025,73.7,67.50238690533416,71.30391316450324,0.6,6.0
SOUTHEASTERN CUSD 337,46.2,36.7,29.00845237074732,24.6,16.5,14.585257716526288,40.0,34.71876177875028,16.918473399867015,0.4,4.0
SOUTHWESTERN CUSD 9,69.94999999999999,60.1,45.69684345656714,43.5,36.150000000000006,31.20892014559628,50.4,42.7,18.849608327510975,0.3,3.0
SPARTA CUSD 140,40.7,38.1,12.676680153722485,26.549999999999997,19.1,1.2902990846884625,39.05,23.0,17.021141610819374,0.3,3.0
SPOON RIVER VALLEY CUSD 4,65.3,62.1,55.51633701668976,65.3,62.1,54.19566214219034,71.4,69.41035656939601,58.16859042952278,0.4,4.0
SPRING GARDEN COMMUNITY CONSOLIDATED SCHOOL DISTRICT 178,46.6,34.6,34.01281000910927,25.1,15.828592561432872,10.399275199167732,23.9,12.22628889471369,27.274992486943443,0.5,5.0
SPRING LAKE CCSD 606,79.4,66.67965278612638,42.25126451605732,64.7,58.43284286611643,34.50912194035729,71.53218863549606,68.73235787906187,45.19729764094741,0.7,7.0
SPRING VALLEY CCSD 99,37.4,33.6,17.5,23.2,18.4,15.6,32.5,31.4,13.65653721088173,0.1,1.0
SPRINGFIELD SD 186,36.19130434782608,34.77368421052632,45.7,25.354999999999997,20.28235294117647,39.86666666666667,39.26153846153846,45.32,51.758602879302934,0.1,1.0
ST CHARLES CUSD 303,75.01818181818182,61.054545454545455,48.63636363636363,69.0,54.445454545454545,44.154545454545456,61.02727272727272,28.6,55.36,0.0,0.0
ST ELMO CUSD 202,58.3,54.2,49.94525814899707,43.6,36.7,43.94615988264762,48.3,46.4406602796011,60.3362631435428,0.4,4.0
ST GEORGE CCSD 258,63.6,54.4,36.5,54.5,38.5,34.9,49.9,38.816917795140434,40.20455190499799,0.2,2.0
ST JOSEPH CCSD 169,69.3,50.0,57.1,77.3,55.9,64.3,76.23187664859101,43.76354899336644,61.855387055991514,0.3,3.0
ST LIBORY CONS SD 30,43.6,35.7832549402794,24.113451796069178,41.0,33.965638176244276,32.85650225210136,56.08481445742355,58.68858885551641,66.94650122903292,0.7,7.0
ST ROSE SD 14-15,66.3,68.2,60.13266214331959,57.1,56.88779753818558,67.14880881330791,80.0,83.2429082250814,74.4568404826445,0.5,5.0
ST. ANNE UNIT DISTRICT 24,57.8,57.8,49.80752235258912,37.9,37.9,34.5,43.9,43.9,33.97249265914583,0.2,2.0
STARK COUNTY CUSD 100,32.6,30.9,28.200516126406974,23.0,17.3,28.806271973806155,42.2,27.70276443148162,57.39781081532781,0.4,4.0
STAUNTON CUSD 6,66.0,50.0,31.7,48.8,31.9,20.6,47.3,35.3,27.225945518766643,0.1,1.0
STEELEVILLE CUSD 138,39.2,22.9,24.108870054229858,27.1,15.7,14.720518502347854,36.4,33.94690962791457,36.98749105444732,0.4,4.0
STEGER SD 194,31.5,28.4,12.619313730744919,32.0,31.6,16.9,35.920401801816965,40.363033802069886,17.743221027391087,0.4,4.0
STERLING CUSD 5,46.0,38.7,15.1,41.05,33.45,25.662009533130508,35.7,25.049999999999997,22.863438335713138,0.2,2.0
STEWARD ESD 220,38.2,24.712448479647186,36.585211236778264,55.9,43.868018707286105,48.25973281329085,68.8,63.26239971615984,59.9743241898605,0.6,6.0
STEWARDSON-STRASBURG CUD 5A,62.0,44.4,41.09264063814661,50.3,32.1,29.402005802009388,60.6,51.9,46.58649841385295,0.3,3.0
STOCKTON CUSD 206,75.8,76.0,45.293685868538276,62.6,50.0,31.02107558117134,51.3,48.58277317610034,43.59987025173976,0.4,4.0
STREATOR ESD 44,30.0,26.9,19.05496858939066,35.0,30.1,17.181080480778302,50.12261666854148,43.35158847531853,46.20509968054422,0.5,5.0
SULLIVAN CUSD 300,66.9,54.8,39.39774288710738,42.0,31.6,27.62286668152468,44.4,37.5,22.65705385467301,0.3,3.0
SUMMERSVILLE SD 79,67.0,50.8,47.4,56.2,42.9,36.8,61.1,43.70076808579811,56.04602567882309,0.2,2.0
SUMMIT HILL SD 161,69.60000000000001,60.333333333333336,44.1,64.83333333333333,47.96666666666667,42.63333333333333,60.3,50.0,32.3,0.0,0.0
SUMMIT SD 104,45.775,47.0,39.79029083288512,34.525,35.45,40.31425091070028,31.023325919725707,25.2696561497332,46.30012088025099,0.5,5.0
SUNNYBROOK SD 171,30.6,30.2,26.952545760890864,18.0,16.3,19.561608714935957,40.965498375205435,54.75467997620859,49.888885386626725,0.5,5.0
SUNSET RIDGE SD 29,84.65,72.7830570817748,68.5,81.55,62.71412550106512,63.0,76.0,60.10747252495313,60.0,0.3,3.0
SYCAMORE CUSD 427,54.66,43.05,29.6,51.04,46.5,32.15,49.98,33.3,33.309053545060245,0.1,1.0
TAFT SD 90,43.9,33.5,25.4,33.9,26.0,25.279424440920216,24.6,21.365389226104504,12.534901246572293,0.3,3.0
TAMAROA SCHOOL DIST 5,50.2,46.1,34.11786650489271,39.3,35.3,36.1160901155618,41.34637839825792,47.94725291294815,39.47469327374495,0.5,5.0
TAYLORVILLE CUSD 3,39.9,36.6,16.9,30.6,27.4,14.3,41.074942353746,32.03253280520635,29.71077943259841,0.3,3.0
TEUTOPOLIS CUSD 50,83.0,75.0,51.6,72.3,62.5,38.7,60.8,41.867396211468034,28.65094776071402,0.2,2.0
THOMASBORO CCSD 130,33.0,25.0,33.619401714560986,26.6,20.0,32.179248559938465,55.6,51.52497626177663,68.52342871377424,0.4,4.0
THOMPSONVILLE CUSD 174,48.8,48.6,16.68540978223323,15.7,18.304419688542403,21.15541691401684,37.88553304549087,41.5432152551147,33.7651651788171,0.6,6.0
THORNTON SD 154,42.7,41.9,28.63938435543443,33.3,34.0,30.83302646323746,41.5,43.8,32.517363390936715,0.3,3.0
TOLONO CUSD 7,65.80000000000001,60.400000000000006,36.5,58.1,53.6,35.7,66.95,57.7,33.144750720420504,0.1,1.0
TONICA CCSD 79,40.3,37.9,25.540550362744977,15.1,10.31659561392995,21.340669526604188,38.81175706520248,32.217459999283776,56.48753920698654,0.6,6.0
TREMONT CUSD 702,68.6,62.1,26.423976906698833,55.1,55.2,24.92786467395642,55.065221904147464,51.956722901987405,57.25264622298053,0.5,5.0
TRI CITY CUSD 1,60.4,38.0,32.14181284228941,63.4,44.5,41.80924090675584,56.8,35.47047200739094,35.70295156384912,0.4,4.0
TRI POINT CUSD 6-J,50.0,47.7,27.9,45.1,44.1,25.6,47.6,43.6,30.58619980305919,0.1,1.0
TRI VALLEY CUSD 3,88.8,78.38779538588436,64.30312053018301,82.5,67.39669565797072,61.6796327830935,81.55305675312232,63.47953238890244,67.28965190825967,0.7,7.0
TRIAD CUSD 2,67.2,51.93333333333334,30.5,55.45,39.766666666666666,26.25,59.025,62.5,45.37835898229511,0.1,1.0
TRICO CUSD 176,43.8,31.9,36.20852561333101,25.6,16.7,19.856842560645347,36.5,31.6,30.378374384156558,0.3,3.0
TRIOPIA CUSD 27,81.6,66.7,53.93713624131928,66.7,56.3,42.83644013571453,63.2,42.4372546553646,27.639366051586812,0.4,4.0
TROY CCSD 30C,56.333333333333336,45.416666666666664,21.9,49.46666666666667,38.81666666666667,8.6,39.2,27.1,36.80865825491201,0.1,1.0
TUSCOLA CUSD 301,45.8,37.3,21.34033547689868,29.0,21.44279106350084,17.58088074448493,40.74862295088378,36.19838505998252,37.58718018907376,0.6,6.0
UNION RIDGE SD 86,69.8,63.8,29.2,51.6,46.5,13.9,51.9,42.3,27.5361004904707,0.1,1.0
UNION SD 81,69.7,60.0,32.07415162188443,60.7,45.0,34.48599622843025,59.3,45.26828379751221,38.4714291999725,0.4,4.0
UNITED CUSD 304,52.23333333333333,48.2,31.939521634436872,44.76666666666667,37.150000000000006,29.872975564559024,55.9,48.0,50.82523741839521,0.3,3.0
UNITY POINT CCSD 140,62.5,50.5,21.3,38.5,26.0,20.56924052949259,57.4,34.9,24.342913783166253,0.2,2.0
URBANA SD 116,20.22,12.025,20.0,15.96,11.0,19.6,31.066666666666663,31.4,46.0728848920819,0.1,1.0
V I T CUSD 2,33.3,39.3,25.116538226594628,33.64298804097531,40.5354126349525,32.855036167737474,20.99668040518924,23.792932749597238,45.45160834705473,0.7,7.0
VALLEY VIEW CUSD 365U,55.26666666666667,49.125,25.26,43.89166666666667,37.80833333333333,25.64444444444445,31.258333333333336,30.1375,13.214119860662427,0.1,1.0
VALMEYER CUSD 3,42.2,40.614542169799876,8.762228480024412,28.1,29.889029356812813,11.723907242256596,18.42114127726243,17.37982315896532,12.926268756518802,0.7,7.0
VANDALIA CUSD 203,49.400000000000006,36.45,13.7,38.45,27.65,10.1,38.3,26.0,15.593837488270566,0.1,1.0
VENICE CUSD 3,44.172069509958824,27.89828437460603,31.361252354881355,32.115630093898766,17.78206716349655,25.06756471537084,49.53743265254482,40.723038135821,64.99639254539076,0.9,9.0
VIENNA SD 55,67.3,59.2,39.2,28.6,22.5,20.6,35.7,32.6,31.34356603566204,0.1,1.0
VILLA GROVE CUSD 302,56.3,47.1,34.35798055045353,43.1,35.6,15.247149383159973,48.8,37.0,23.801978642743084,0.3,3.0
VIRGINIA CUSD 64,44.3,40.0,37.59667333746274,43.6,38.6,40.0,43.45570807276764,38.02961517052424,29.343949429134575,0.4,4.0
W HARVEY-DIXMOOR PSD 147,26.4,28.2,14.48601054220654,10.2,12.0,6.310444263129432,35.145274385755584,43.41636852005531,20.704513560360898,0.5,5.0
WABASH CUSD 348,54.1,45.6,16.7,41.2,32.3,15.4,45.4,36.7,33.51891720356912,0.1,1.0
WALLACE CCSD 195,70.1,60.0,26.0,55.7,37.3,20.0,47.8,50.0,27.51927110071679,0.1,1.0
WALTHAM CCSD 185,70.5,61.9,36.25287716422836,45.9,47.6,43.95790600004431,49.1,39.52437411482947,23.071587919319718,0.4,4.0
WALTONVILLE CUSD 1,56.1,53.5,41.649870282934664,28.8,19.7,18.142754334846618,36.7,18.394770729061225,36.70685915964615,0.4,4.0
WARREN CUSD 205,84.6,77.2,51.71756819492382,77.7,72.4,47.173060596124124,48.1,45.285173339414996,11.160963462970994,0.4,4.0
WARRENSBURG-LATHAM CUSD 11,66.2,56.9,33.3,57.1,42.2,24.4,43.8,31.3,36.46258310601651,0.1,1.0
WARSAW CUSD 316,35.8,39.1,17.28457261221121,27.5,23.9,18.4873407149899,42.4,51.45379266300192,30.071973861636828,0.4,4.0
WASHINGTON SD 52,66.9,49.0,23.779791610317517,63.5,44.9,30.3,57.82638946966266,38.87000926742347,25.225017377842534,0.4,4.0
WATERLOO CUSD 5,71.0,53.75,39.55,70.05000000000001,51.099999999999994,35.2,62.1,61.0,36.84835292038091,0.1,1.0
WAUCONDA CUSD 118,58.73333333333333,44.36666666666667,30.23333333333333,52.46666666666667,38.36666666666667,28.133333333333336,51.2,38.333333333333336,33.3,0.0,0.0
WAUKEGAN CUSD 60,27.546666666666667,24.42,26.2,24.753333333333337,22.86,47.6,28.828571428571426,30.25,54.424153092937786,0.1,1.0
WAVERLY CUSD 6,27.5,21.2,14.58615009530563,15.4,8.505434956401741,12.157959915369808,36.90202347451837,40.27458513883754,41.20750785891962,0.6,6.0
WAYNE CITY CUSD 100,66.0,57.9,27.819708850518772,51.6,46.3,37.38695919784338,34.3,28.244132194971275,23.52527069903605,0.4,4.0
WESCLIN CUSD 3,65.76666666666667,51.26666666666667,35.2,62.76666666666667,45.75,35.8,53.3,33.3,23.2,0.0,0.0
WEST CARROLL CUSD 314,39.3,36.7,16.39448868452133,29.8,23.9,15.949590539459727,26.0,25.184565716667173,26.80387715231874,0.4,4.0
WEST CENTRAL CUSD 235,31.0,25.3,26.859602429264285,28.1,23.1,28.67275666352213,41.5,30.8,47.912711310347454,0.3,3.0
WEST CHICAGO ESD 33,34.96,29.76,10.771966303974045,30.02,25.119999999999997,11.59644902544966,27.35,35.0,22.13014880094768,0.3,3.0
WEST LINCOLN-BROADWELL ESD 92,69.8,62.5,25.40564377795803,50.8,50.0,29.334442237317614,38.5,44.765610504784405,14.45085126651777,0.4,4.0
WEST NORTHFIELD SD 31,63.6,46.2,27.0,61.7,45.1,28.6,56.1,40.7,44.16287452831612,0.1,1.0
WEST PRAIRIE CUSD 103,47.75,45.8,34.7957699349838,29.9,36.6,38.15621106814794,47.8,43.741639942501415,64.69248088275542,0.4,4.0
WEST WASHINGTON CO CUD 10,66.0,50.0,40.91782690593162,54.1,31.8,30.017757860930278,61.5,34.45039746931516,46.209756669003106,0.4,4.0
WESTCHESTER SD 92-5,41.3,32.3,19.306099881119795,39.4,30.8,19.4,27.9,22.0,15.209095492626908,0.2,2.0
WESTERN CUSD 12,48.7,34.3,15.397333815096465,32.8,17.1,20.597325387864313,47.150107826100566,37.9162980780985,27.57047500842097,0.5,5.0
WESTERN SPRINGS SD 101,80.2,64.09357392267209,54.93333333333334,74.7,54.91713592165142,51.833333333333336,64.26666666666667,43.55646088209916,48.18999627374226,0.4,4.0
WESTVILLE CUSD 2,36.0,33.1,11.9,24.0,17.4,6.838876914346792,36.7,32.7,15.165196257676778,0.2,2.0
WETHERSFIELD CUSD 230,57.9,51.3,25.546594156782206,37.2,24.4,21.60912204353634,62.5,51.79736256566687,50.97953347743204,0.4,4.0
WHEELING CCSD 21,35.97777777777778,27.9,32.2,35.94444444444444,29.377777777777776,37.75,37.233333333333334,32.980000000000004,41.0,0.0,0.0
WHITESIDE SD 115,39.9,34.3,20.3,34.6,24.3,18.6,35.26172616336223,36.3942985534456,24.171903910834256,0.3,3.0
WILL COUNTY SD 92,67.65,49.75,41.79143543962147,55.349999999999994,41.05,44.54348256975595,51.2,39.2,29.408515602868746,0.3,3.0
WILLIAMSFIELD CUSD 210,81.8,60.03576277441615,70.1227845076723,75.8,55.00356972291589,67.08564992978759,90.36904568946652,75.93165212771862,83.73648702687244,0.7,7.0
WILLIAMSVILLE CUSD 15,71.9,59.4,35.0,64.8,53.1,37.5,55.862099380321524,50.27269304749076,47.56569959244055,0.3,3.0
WILLOW GROVE SD 46,40.8,39.8,28.683160499716795,43.2,47.3,41.6,46.90002979556322,50.28210527421101,44.50069017375182,0.4,4.0
WILLOW SPRINGS SD 108,51.6,44.4,38.78595038323368,36.0,26.4,38.13385629109516,34.1,25.4,39.36460270455789,0.3,3.0
WILMETTE SD 39,85.46000000000001,55.6,72.0,82.74,55.090211239093456,71.38,71.0,43.24263841822116,56.8,0.2,2.0
WILMINGTON CUSD 209U,49.3,31.9,23.959817416954035,53.7,41.0,19.6,40.8,32.7,26.86666219746697,0.2,2.0
WINCHESTER CUSD 1,59.1,53.0,22.5,36.1,29.1,19.7,46.8,52.8,7.521924861053645,0.1,1.0
